funding_id,startup_id,funding_round,funding_amount_inr,funding_date
664,271,Seed,210385460.0,2025-11-26
665,271,Series B,69632137.0,2024-08-28
666,271,Series A,206328776.0,2022-08-10
667,271,Series A,86170705.0,2021-06-10
668,272,Series A,90030845.0,2022-06-04
669,272,Seed,96212041.0,2019-06-01
670,272,Series A,39114561.0,2016-03-11
671,272,Series C,203186051.0,2016-05-22
672,273,Series A,81842128.0,2022-11-26
673,273,Seed,26482578.0,2024-10-20
674,274,Series C,77206858.0,2023-07-06
675,274,Seed,142633921.0,2022-06-12
676,274,Series A,135843318.0,2025-07-31
677,275,Series A,68676456.0,2018-02-07
678,275,Series B,219050801.0,2020-04-08
679,275,Series C,194575988.0,2020-10-13
680,275,Series D,84363176.0,2018-12-26
681,276,Seed,152922876.0,2021-06-03
682,276,Series B,69961795.0,2017-01-09
683,276,Series D,122442508.0,2020-11-18
684,276,Seed,16171109.0,2018-03-28
685,277,Series D,224381884.0,2019-11-19
686,278,Series A,127096545.0,2016-11-21
687,278,Series A,151353591.0,2020-10-28
688,279,Series D,187376693.0,2021-04-25
689,280,Seed,245441424.0,2025-03-27
690,280,Series B,89459843.0,2025-10-26
691,280,Series C,50811717.0,2025-05-23
692,281,Series B,191155563.0,2019-05-07
693,281,Series A,45454076.0,2020-02-04
694,281,Seed,132994409.0,2020-12-09
695,281,Series B,240232181.0,2015-01-22
696,282,Series D,165729654.0,2022-09-05
697,282,Series B,71601213.0,2021-03-27
698,282,Seed,31675459.0,2024-09-09
699,283,Series C,5533702.0,2022-08-22
700,283,Series C,209958078.0,2022-05-03
701,283,Series A,179165188.0,2023-08-06
702,283,Series A,162136152.0,2025-12-01
703,284,Series C,64014516.0,2022-12-21
704,284,Seed,80993507.0,2024-04-02
705,285,Series C,9152735.0,2024-10-08
706,285,Series B,156062707.0,2024-05-20
707,286,Seed,171395207.0,2020-08-19
708,286,Series C,205755944.0,2015-01-25
709,287,Seed,90918695.0,2019-07-13
710,287,Series C,172137886.0,2024-09-01
711,287,Series D,60341764.0,2024-05-08
712,287,Series D,48518771.0,2024-04-04
713,288,Series D,190822516.0,2025-03-19
714,289,Seed,143669928.0,2020-06-10
715,290,Series A,102090820.0,2020-11-04
716,290,Series A,210496970.0,2024-06-14
717,290,Series D,167883133.0,2021-10-11
718,290,Series D,226573606.0,2020-08-16
719,291,Seed,158219797.0,2021-03-24
720,291,Series C,129208054.0,2023-12-26
721,291,Series A,173572153.0,2017-10-04
722,291,Seed,155724243.0,2019-05-30
723,292,Series B,241745205.0,2025-08-15
724,292,Series B,102311056.0,2022-10-15
725,292,Series D,154783279.0,2021-03-19
726,292,Series B,100256020.0,2016-02-13
727,293,Series C,12696225.0,2022-04-03
728,293,Series D,74453135.0,2025-06-28
729,293,Series B,122735674.0,2021-03-09
730,293,Series C,159927842.0,2024-10-17
731,294,Series A,153371770.0,2021-01-14
732,294,Series B,147641484.0,2015-08-19
733,294,Series B,26814384.0,2020-12-08
734,294,Series D,38781697.0,2021-05-13
735,295,Series D,179880347.0,2022-06-24
736,295,Series A,137222236.0,2023-06-17
737,295,Series B,86930077.0,2025-10-18
738,296,Series B,159580601.0,2021-11-24
739,296,Series A,227392774.0,2022-05-04
740,297,Seed,219214944.0,2021-08-29
741,297,Series A,119492151.0,2021-11-10
742,297,Series D,99513432.0,2022-05-07
743,298,Series B,67578124.0,2021-10-29
744,299,Series A,190481258.0,2017-06-11
745,300,Series B,176783130.0,2017-04-25
746,301,Series C,9869081.0,2024-09-27
747,301,Seed,144575943.0,2024-11-02
748,301,Series C,201173278.0,2022-06-01
749,302,Seed,112238227.0,2022-12-18
750,302,Seed,82061421.0,2022-05-20
751,303,Seed,216357452.0,2022-08-01
752,303,Series B,101949918.0,2019-11-10
753,303,Seed,223735115.0,2022-02-05
754,303,Series D,62876387.0,2018-01-05
755,304,Series C,177517392.0,2022-04-11
756,304,Series D,86101655.0,2016-12-09
757,304,Series A,134185504.0,2022-07-29
758,305,Series B,181838115.0,2023-05-12
759,305,Series C,46657346.0,2019-02-14
760,305,Series D,149442799.0,2019-06-19
761,305,Series C,122991544.0,2015-05-27
762,306,Series C,233447068.0,2018-08-17
763,306,Series C,227033510.0,2018-02-09
764,307,Series C,69516380.0,2022-06-22
765,308,Series A,104141405.0,2023-05-31
766,308,Series B,33226710.0,2018-11-20
767,308,Seed,227691884.0,2023-06-15
768,308,Series A,227630897.0,2018-02-18
769,309,Series B,67678920.0,2024-07-01
770,309,Series B,136187011.0,2022-04-26
771,309,Series B,146509000.0,2019-02-02
772,309,Series D,176541768.0,2018-08-16
773,310,Series D,114701550.0,2022-11-25
774,311,Series A,166359671.0,2025-09-17
775,311,Seed,190725467.0,2025-08-22
776,311,Seed,197401783.0,2019-03-28
777,311,Seed,47233385.0,2024-07-06
778,312,Series A,107900178.0,2024-04-26
779,313,Series D,62296708.0,2025-03-03
780,313,Seed,185480586.0,2021-12-20
781,314,Seed,59232281.0,2023-11-08
782,314,Series C,108434064.0,2025-08-16
783,315,Series A,182209471.0,2021-10-22
784,315,Series D,160895182.0,2023-07-30
785,315,Series C,14167694.0,2022-01-21
786,316,Seed,180092438.0,2022-08-20
787,317,Series B,156305832.0,2018-03-14
788,317,Series C,35191638.0,2024-01-05
789,317,Seed,167733416.0,2024-05-08
790,317,Seed,202530229.0,2023-12-07
791,318,Series D,143556167.0,2025-10-02
792,319,Seed,67819794.0,2024-06-17
793,319,Series C,211902885.0,2025-06-19
794,319,Series C,212720676.0,2023-11-18
795,320,Series C,242218348.0,2024-08-21
796,320,Series A,213475456.0,2025-03-01
797,320,Series C,208348216.0,2022-06-01
798,321,Series D,2821352.0,2024-08-26
799,321,Seed,100316905.0,2020-10-06
800,321,Series D,240808432.0,2025-03-13
801,321,Series C,177436918.0,2025-04-07
802,322,Series A,169353827.0,2016-12-02
803,323,Series A,43958379.0,2017-04-07
804,323,Series A,192464361.0,2018-03-27
805,324,Series A,102923196.0,2024-04-15
806,324,Series C,51483611.0,2023-02-19
807,324,Series D,83287160.0,2025-08-30
808,325,Series D,87613195.0,2021-04-15
809,325,Seed,23275406.0,2021-11-10
810,326,Seed,87137668.0,2019-06-05
811,326,Series B,95080252.0,2025-02-09
812,326,Series A,31865431.0,2017-11-07
813,327,Series D,161761395.0,2021-01-07
814,327,Seed,160512735.0,2025-08-03
815,327,Series A,148236832.0,2021-12-22
816,328,Series B,239384203.0,2024-08-13
817,328,Series D,194471369.0,2016-01-18
818,328,Series D,7471750.0,2021-03-11
819,329,Series D,35565010.0,2023-04-28
820,329,Series D,145871819.0,2023-04-18
821,329,Series B,73938100.0,2022-01-03
822,330,Series B,155647358.0,2025-11-25
823,330,Series B,148814984.0,2019-08-16
824,330,Seed,41605073.0,2019-04-18
825,330,Series C,165326843.0,2020-10-22
826,331,Series D,17648977.0,2019-09-09
827,331,Seed,127311136.0,2019-03-11
828,332,Series C,45724773.0,2023-10-22
829,332,Series A,50184135.0,2022-05-25
830,332,Series C,14773944.0,2022-10-28
831,332,Series C,201016149.0,2024-12-26
832,333,Series B,74695224.0,2022-05-23
833,333,Series B,51545886.0,2023-06-06
834,333,Series A,128115863.0,2022-08-25
835,334,Seed,21688361.0,2024-06-25
836,334,Series D,67834751.0,2024-01-20
837,335,Series D,178139365.0,2025-10-05
838,335,Series A,13232785.0,2022-09-15
839,335,Seed,64258648.0,2024-04-05
840,335,Seed,44389132.0,2024-09-13
841,336,Series A,83091386.0,2020-10-13
842,336,Series C,160887411.0,2020-07-19
843,337,Seed,177806684.0,2025-04-19
844,337,Series A,6609364.0,2024-12-08
845,338,Series A,165872274.0,2020-09-30
846,339,Series A,224210105.0,2022-07-16
847,339,Series D,16432401.0,2023-02-21
848,340,Series C,189259089.0,2025-10-29
849,340,Series B,129608775.0,2025-04-10
850,340,Seed,37377393.0,2024-05-04
851,341,Series A,186221010.0,2023-11-17
852,341,Series B,139081333.0,2021-03-12
853,341,Series A,58478721.0,2024-06-05
854,342,Series B,128655187.0,2020-04-17
855,342,Seed,194272023.0,2024-03-31
856,342,Series A,7494160.0,2019-12-01
857,342,Series B,233374016.0,2023-11-20
858,343,Series C,23389459.0,2025-05-29
859,343,Series C,161306945.0,2025-02-05
860,343,Series C,22208564.0,2025-08-29
861,343,Seed,82875047.0,2023-03-06
862,344,Series B,177489894.0,2023-05-23
863,344,Series D,66571901.0,2021-09-24
864,344,Series D,245605087.0,2022-04-10
865,345,Seed,16018405.0,2023-02-09
866,345,Series B,239931866.0,2025-04-03
867,346,Seed,111734183.0,2025-03-19
868,346,Series C,112541303.0,2022-07-31
869,347,Series D,171788256.0,2021-06-07
870,347,Seed,198268079.0,2025-04-30
871,347,Series A,132828405.0,2024-09-16
872,348,Seed,73892136.0,2022-08-04
873,348,Series D,30398159.0,2024-05-31
874,349,Series D,85243348.0,2022-04-22
875,349,Series A,206091667.0,2024-05-16
876,349,Series A,202021195.0,2025-02-20
877,349,Series A,175808755.0,2024-07-18
878,350,Series A,120294708.0,2025-04-16
879,350,Series B,136420378.0,2024-07-11
880,350,Series B,17921581.0,2024-05-29
881,350,Series B,166636066.0,2022-07-29
882,351,Seed,42011764.0,2023-12-21
883,351,Series D,30284189.0,2024-06-09
884,351,Seed,222810928.0,2024-05-16
885,351,Series C,231560764.0,2024-03-17
886,352,Series B,54594205.0,2021-10-30
887,352,Seed,86763279.0,2021-01-11
888,352,Series A,29976925.0,2021-06-17
889,353,Series B,147782611.0,2019-12-18
890,353,Series D,233828073.0,2016-03-06
891,353,Series B,9948730.0,2019-09-12
892,353,Seed,7171385.0,2024-11-05
893,354,Series B,147324680.0,2024-02-10
894,354,Series A,173490515.0,2022-08-08
895,354,Series A,28262304.0,2025-02-21
896,355,Series B,192446929.0,2022-10-22
897,355,Series B,81155390.0,2018-10-27
898,355,Series D,244391706.0,2024-08-09
899,356,Seed,213917574.0,2022-04-06
900,356,Series B,173698225.0,2024-11-21
901,356,Series D,26727816.0,2024-11-28
902,356,Series C,158453724.0,2021-05-04
903,357,Seed,41722061.0,2022-02-16
904,357,Seed,187005255.0,2023-08-30
905,357,Series C,27649245.0,2020-12-11
906,358,Seed,217256823.0,2021-10-09
907,358,Series B,32007961.0,2021-11-02
908,358,Seed,110908399.0,2025-11-16
909,359,Series A,21229808.0,2023-12-01
910,359,Series B,169021276.0,2025-12-13
911,359,Series A,226908902.0,2024-08-28
912,360,Seed,33364114.0,2021-02-04
913,360,Seed,95313241.0,2015-10-21
914,361,Series D,58714535.0,2018-05-08
915,362,Series A,176140880.0,2024-07-15
916,362,Series D,152500673.0,2022-05-08
917,362,Series C,146715817.0,2020-01-30
918,362,Series C,66696902.0,2022-11-30
919,363,Seed,40150438.0,2022-05-08
920,364,Seed,145489832.0,2021-10-21
921,365,Series A,53241101.0,2018-12-22
922,365,Series C,103039099.0,2020-03-07
923,365,Seed,221492207.0,2025-08-07
924,365,Series B,140979612.0,2020-03-17
925,366,Seed,90770947.0,2025-01-14
926,366,Seed,41629467.0,2025-09-04
927,367,Series B,238294082.0,2022-10-19
928,367,Series B,181901898.0,2023-10-04
929,368,Series C,165903488.0,2018-04-18
930,368,Seed,79447002.0,2019-12-20
931,369,Series C,67649385.0,2025-02-28
932,369,Seed,227298153.0,2023-07-10
933,369,Seed,196205330.0,2025-02-15
934,369,Seed,85652476.0,2022-03-24
935,370,Series C,58859629.0,2019-06-27
936,370,Series B,159001137.0,2022-07-15
937,370,Seed,123626270.0,2016-01-12
938,370,Series A,166273356.0,2016-11-15
939,371,Series A,191855495.0,2021-04-28
940,371,Seed,103614687.0,2024-10-18
941,371,Series C,44688007.0,2024-01-30
942,371,Series C,220293485.0,2020-10-14
943,372,Seed,3856560.0,2020-01-11
944,373,Seed,176248844.0,2025-06-29
945,373,Series B,234467681.0,2020-12-08
946,373,Series D,144447031.0,2023-09-01
947,373,Series B,41652949.0,2022-02-03
948,374,Seed,177190684.0,2023-11-04
949,374,Series A,163777926.0,2025-07-28
950,374,Series A,236359684.0,2025-03-04
951,375,Series D,98482337.0,2025-04-21
952,375,Series B,197807741.0,2025-08-09
953,376,Series B,66928581.0,2017-01-04
954,376,Series C,92951659.0,2020-12-16
955,376,Series A,63365212.0,2017-01-30
956,376,Series C,214631033.0,2025-11-06
957,377,Series A,218847607.0,2024-04-01
958,378,Series A,39365170.0,2022-08-22
959,379,Series B,172401269.0,2019-06-29
960,379,Series A,234156794.0,2018-03-05
961,379,Series B,173093790.0,2024-01-08
962,379,Series A,162459594.0,2019-09-18
963,380,Series B,80572285.0,2022-12-05
964,380,Series B,63726946.0,2015-05-21
965,380,Series A,125028005.0,2021-10-21
966,381,Series A,77102968.0,2022-03-02
967,381,Series A,87731577.0,2021-09-04
968,382,Series C,2632433.0,2019-01-21
969,382,Series D,34079063.0,2016-04-02
970,382,Series A,16529230.0,2014-08-23
971,382,Series C,183507485.0,2017-11-07
972,383,Series D,124621480.0,2021-03-23
973,383,Series C,92128973.0,2022-01-24
974,383,Series B,186199283.0,2017-05-20
975,384,Series B,7540117.0,2022-12-06
976,385,Series B,71891216.0,2019-05-11
977,385,Series D,15367681.0,2019-03-07
978,386,Series A,73546951.0,2024-01-31
979,386,Series A,193865309.0,2020-08-04
980,386,Series D,60026879.0,2023-12-04
981,387,Series C,63683005.0,2021-05-18
982,387,Series B,130666541.0,2023-03-20
983,387,Series B,2966058.0,2024-09-14
984,388,Series D,137502397.0,2022-01-27
985,388,Series B,183031927.0,2024-11-16
986,388,Seed,138659322.0,2023-10-25
987,389,Series D,194982475.0,2014-10-19
988,389,Series A,155619123.0,2023-11-14
989,389,Series C,172499747.0,2015-02-01
990,390,Series D,55044507.0,2022-11-02
991,390,Series D,226990156.0,2024-08-01
992,391,Series C,111865640.0,2024-01-26
993,391,Series B,1133165.0,2015-02-10
994,391,Series B,14195370.0,2022-07-21
995,392,Series C,56115513.0,2020-07-29
996,393,Seed,161622744.0,2024-05-02
997,394,Series B,29038650.0,2017-10-15
998,394,Series B,6467946.0,2019-09-03
999,394,Series C,238833866.0,2024-01-01
1000,394,Series C,64559370.0,2020-02-08
1001,395,Series B,22250129.0,2017-04-22
1002,395,Seed,91784004.0,2021-11-02
1003,395,Series D,3849035.0,2018-06-17
1004,395,Series B,208192851.0,2018-01-24
1005,396,Series B,61728582.0,2019-08-24
1006,396,Series A,23603205.0,2015-02-12
1007,396,Series A,42991071.0,2024-07-05
1008,397,Series B,48949741.0,2024-09-06
1009,398,Series C,240832792.0,2020-11-17
1010,398,Series A,203377700.0,2022-11-20
1011,398,Seed,117276653.0,2022-02-12
1012,398,Series A,168699867.0,2022-10-11
1013,399,Series D,188021047.0,2020-07-13
1014,399,Series B,242925508.0,2025-09-09
1015,400,Series A,93137612.0,2025-06-23
1016,400,Seed,28419995.0,2025-03-28
1017,401,Series B,184777801.0,2023-07-30
1018,401,Series D,30250186.0,2025-01-19
1019,401,Series C,140533180.0,2025-09-14
1020,402,Series B,134410423.0,2019-05-16
1021,402,Series D,190885006.0,2020-01-29
1022,402,Series A,18692828.0,2020-06-18
1023,402,Series B,80667763.0,2019-09-04
1024,403,Series B,160752686.0,2018-03-12
1025,403,Series B,114654891.0,2020-08-03
1026,403,Seed,238827881.0,2020-09-04
1027,403,Series D,203184401.0,2023-07-25
1028,404,Series C,217507166.0,2017-12-23
1029,404,Series A,53712325.0,2022-03-28
1030,404,Series B,112395359.0,2023-12-12
1031,404,Series D,32082062.0,2024-06-16
1032,405,Seed,110924647.0,2023-11-01
1033,405,Series A,213942386.0,2022-08-12
1034,406,Series B,119366368.0,2017-09-08
1035,406,Series D,152405638.0,2016-01-22
1036,406,Seed,108781423.0,2019-04-30
1037,407,Series C,198517861.0,2025-09-01
1038,407,Series C,88161594.0,2021-09-28
1039,407,Series C,45575147.0,2023-07-28
1040,408,Series B,169877213.0,2025-02-05
1041,408,Series A,166719249.0,2025-02-21
1042,408,Series D,244471952.0,2024-06-25
1043,408,Series B,144207891.0,2025-06-28
1044,409,Series D,243972515.0,2025-04-10
1045,409,Series B,234148444.0,2024-01-11
1046,410,Seed,150537067.0,2024-09-15
1047,410,Seed,166606993.0,2021-04-25
1048,410,Series A,207834640.0,2022-12-15
1049,411,Series B,141760647.0,2020-09-20
1050,411,Series D,52395548.0,2022-08-05
1051,411,Series D,182561919.0,2020-02-05
1052,412,Series B,237901432.0,2022-08-23
1053,412,Series C,205136648.0,2018-06-14
1054,412,Series D,234717659.0,2021-02-20
1055,413,Series C,125218295.0,2022-11-25
1056,413,Series A,189867023.0,2019-01-12
1057,413,Series C,118392031.0,2024-09-26
1058,413,Series A,10835635.0,2023-04-20
1059,414,Series C,190305726.0,2019-07-21
1060,415,Series A,64343079.0,2021-02-23
1061,416,Series D,46229790.0,2019-04-08
1062,416,Series A,228976588.0,2017-03-05
1063,417,Seed,80234430.0,2019-03-27
1064,418,Series D,17664054.0,2023-06-08
1065,418,Seed,141572805.0,2019-07-23
1066,418,Seed,59532844.0,2021-02-11
1067,419,Series D,135728057.0,2017-06-08
1068,419,Series D,65490877.0,2023-02-10
1069,419,Seed,132807046.0,2019-03-25
1070,420,Series B,164275672.0,2014-06-22
1071,420,Seed,107881633.0,2021-09-12
1072,420,Series B,159069102.0,2016-08-14
1073,421,Series A,57111622.0,2022-12-11
1074,421,Seed,204256090.0,2023-03-02
1075,421,Series C,158124495.0,2023-07-03
1076,422,Seed,86806264.0,2025-12-01
1077,422,Series D,170694850.0,2025-06-30
1078,422,Seed,146203899.0,2021-09-22
1079,423,Series A,65877843.0,2020-08-21
1080,423,Series C,78321333.0,2023-09-23
1081,424,Seed,142796239.0,2024-10-25
1082,424,Seed,96540385.0,2014-09-29
1083,424,Series A,119146014.0,2024-07-22
1084,424,Seed,86926390.0,2014-12-17
1085,425,Series B,41432295.0,2025-06-21
1086,425,Seed,66313410.0,2018-06-21
1087,425,Series B,3165187.0,2017-06-18
1088,425,Seed,37005077.0,2025-08-01
1089,426,Series D,19815110.0,2020-04-09
1090,426,Series A,20312422.0,2022-08-31
1091,426,Series A,9098982.0,2021-02-17
1092,426,Series A,187179423.0,2021-09-08
1093,427,Series C,62253817.0,2021-04-26
1094,428,Series C,93785094.0,2019-04-19
1095,428,Series B,12678741.0,2017-11-29
1096,429,Series A,109934554.0,2021-12-10
1097,429,Series D,113496146.0,2025-07-30
1098,430,Series A,71812543.0,2014-06-07
1099,430,Seed,82628819.0,2019-05-16
1100,430,Series D,249179710.0,2016-01-14
1101,431,Series B,14595005.0,2022-10-22
1102,431,Seed,177644056.0,2025-01-26
1103,431,Series B,172682535.0,2020-12-14
1104,432,Series B,239657574.0,2023-08-10
1105,432,Series B,233430145.0,2023-01-20
1106,432,Series B,95454392.0,2022-07-26
1107,432,Series A,73576354.0,2025-11-23
1108,433,Series C,156997462.0,2022-05-19
1109,433,Seed,202560270.0,2025-06-07
1110,433,Seed,195644758.0,2020-11-22
1111,433,Series B,116417098.0,2021-01-11
1112,434,Series A,154882925.0,2020-12-02
1113,434,Series D,148554156.0,2016-02-15
1114,434,Series C,249200744.0,2016-04-15
1115,434,Seed,106274311.0,2025-10-26
1116,435,Series B,226515553.0,2019-10-21
1117,435,Series C,211641742.0,2024-04-16
1118,435,Series D,103247550.0,2024-08-29
1119,435,Series B,119292940.0,2019-12-17
1120,436,Series A,202134479.0,2021-12-29
1121,436,Series D,203371721.0,2025-09-10
1122,436,Series D,212282384.0,2024-12-14
1123,437,Series D,138135705.0,2022-11-21
1124,438,Series B,190369934.0,2019-12-03
1125,438,Series A,32393567.0,2023-08-27
1126,439,Seed,85488749.0,2021-05-02
1127,439,Series B,137816528.0,2023-03-22
1128,439,Series B,71170351.0,2019-08-12
1129,439,Series C,224270820.0,2014-12-25
1130,440,Series B,82792875.0,2023-04-24
1131,441,Series C,182508240.0,2018-01-23
1132,442,Seed,220209044.0,2022-03-27
1133,442,Series D,98196884.0,2019-07-13
1134,442,Seed,183768784.0,2024-05-13
1135,442,Series B,4999205.0,2025-11-10
1136,443,Series B,85721016.0,2021-09-02
1137,443,Series B,6608473.0,2024-08-20
1138,443,Series B,222571461.0,2022-06-26
1139,443,Series B,125811265.0,2024-01-05
1140,444,Seed,206971111.0,2024-01-26
1141,444,Series D,226523696.0,2024-06-21
1142,445,Series B,123646894.0,2022-04-07
1143,445,Series D,6812443.0,2024-12-08
1144,445,Series C,87747761.0,2019-01-11
1145,445,Series C,92943478.0,2025-04-16
1146,446,Series A,55326371.0,2025-06-09
1147,447,Series D,249940876.0,2023-10-18
1148,447,Seed,92297365.0,2022-01-22
1149,448,Series D,5812520.0,2022-07-17
1150,448,Series C,201460003.0,2024-02-23
1151,449,Seed,222423521.0,2021-01-05
1152,449,Series C,147960531.0,2024-07-13
1153,449,Series B,102767685.0,2024-07-13
1154,449,Series B,49397031.0,2022-11-23
1155,450,Seed,182738822.0,2021-01-08
1156,450,Series D,36931813.0,2022-08-04
1157,451,Series A,147342425.0,2020-11-14
1158,451,Series A,190519481.0,2022-01-17
1159,451,Series B,237844954.0,2021-05-28
1160,452,Series A,231286833.0,2023-09-21
1161,452,Seed,137049014.0,2025-08-10
1162,452,Series A,24899690.0,2022-08-08
1163,452,Series B,112305734.0,2022-03-25
1164,453,Series D,85163485.0,2023-12-02
1165,453,Series A,210292483.0,2025-06-21
1166,453,Series D,222093311.0,2023-05-11
1167,453,Seed,220726992.0,2016-07-09
1168,454,Seed,9335754.0,2023-12-19
1169,454,Series B,70620273.0,2022-06-08
1170,454,Series D,170295168.0,2024-11-16
1171,454,Series A,240332841.0,2022-02-27
1172,455,Series A,175465390.0,2025-08-14
1173,455,Seed,120921954.0,2024-07-13
1174,456,Series A,94656645.0,2022-05-19
1175,457,Series C,4066809.0,2023-01-13
1176,457,Series D,27249807.0,2021-03-31
1177,458,Series A,76858469.0,2025-09-24
1178,459,Series C,77888246.0,2023-08-07
1179,459,Seed,223392484.0,2019-04-25
1180,459,Series C,3897694.0,2020-01-01
1181,460,Series C,7301163.0,2025-12-05
1182,461,Series B,60193034.0,2018-03-22
1183,461,Series C,233638097.0,2025-01-29
1184,461,Series B,106321514.0,2022-02-16
1185,462,Seed,110853457.0,2022-12-11
1186,462,Series A,35900416.0,2023-12-25
1187,462,Series B,241448422.0,2025-03-08
1188,463,Seed,30263869.0,2019-05-09
1189,463,Series D,188863756.0,2021-03-07
1190,464,Series D,35023868.0,2024-06-27
1191,464,Series B,204980717.0,2021-01-12
1192,464,Seed,148614003.0,2023-03-26
1193,465,Series B,85048160.0,2020-10-08
1194,465,Seed,152465411.0,2019-03-01
1195,466,Series A,194781205.0,2024-05-07
1196,467,Seed,92998997.0,2020-12-14
1197,467,Series A,11774029.0,2022-11-26
1198,467,Series C,187055851.0,2024-07-25
1199,468,Seed,212649349.0,2022-06-29
1200,468,Seed,24886700.0,2023-06-22
1201,468,Series C,120279804.0,2023-03-21
1202,468,Series C,120602960.0,2024-08-15
1203,469,Series D,90227193.0,2021-02-14
1204,469,Series C,12191445.0,2020-07-29
1205,469,Series C,50246183.0,2019-09-16
1206,469,Series C,102607118.0,2018-12-09
1207,470,Seed,229749571.0,2021-12-02
1208,470,Series D,23504461.0,2025-01-19
1209,470,Series C,214444683.0,2023-10-08
1210,470,Series A,141965095.0,2022-07-27
1211,471,Series D,230899733.0,2018-07-27
1212,472,Seed,132946190.0,2021-04-23
1213,472,Series D,5028069.0,2024-08-05
1214,472,Series B,229788248.0,2022-11-21
1215,473,Series A,111644974.0,2021-11-24
1216,473,Seed,61640800.0,2021-12-11
1217,473,Series D,236445935.0,2021-05-12
1218,474,Seed,20382617.0,2023-01-14
1219,474,Seed,155830517.0,2025-02-16
1220,475,Seed,97123003.0,2017-12-09
1221,475,Series D,134579593.0,2019-09-20
1222,475,Series D,21257236.0,2024-02-25
1223,476,Series B,245758304.0,2016-10-28
1224,476,Series C,158081886.0,2016-10-05
1225,477,Series A,249652160.0,2018-09-11
1226,477,Seed,88656805.0,2020-11-20
1227,478,Series B,164015230.0,2016-12-23
1228,478,Series D,228491314.0,2018-10-08
1229,479,Series A,141374809.0,2024-08-16
1230,479,Seed,51535443.0,2024-03-22
1231,479,Series B,14864048.0,2025-01-12
1232,479,Series B,91113040.0,2022-07-18
1233,480,Series B,10538096.0,2018-03-10
1234,480,Series B,176262037.0,2020-05-04
1235,480,Series C,63104240.0,2022-03-14
1236,480,Series C,175094966.0,2024-04-25
1237,481,Seed,217426034.0,2023-06-16
1238,481,Seed,80382634.0,2021-05-23
1239,481,Series B,98857623.0,2023-12-17
1240,481,Series B,235442500.0,2022-03-28
1241,482,Series A,175991882.0,2023-12-09
1242,482,Seed,114699456.0,2022-03-05
1243,482,Series D,235807759.0,2024-07-13
1244,483,Series A,198245468.0,2021-10-16
1245,483,Series A,241110770.0,2024-04-12
1246,483,Series A,240271635.0,2025-04-20
1247,484,Series A,153953879.0,2020-05-05
1248,484,Series D,27196088.0,2022-02-06
1249,484,Seed,37979354.0,2024-09-23
1250,484,Series D,202528613.0,2020-11-30
1251,485,Series C,139177397.0,2016-09-28
1252,485,Series A,187558511.0,2019-11-15
1253,485,Series D,199048196.0,2014-01-03
1254,486,Series C,219939369.0,2023-09-01
1255,486,Series C,236573540.0,2021-10-08
1256,486,Series B,211886467.0,2025-12-23
1257,486,Series B,176097706.0,2021-05-10
1258,487,Series A,125591946.0,2022-01-11
1259,488,Seed,103786004.0,2017-08-25
1260,489,Series D,239628814.0,2023-04-28
1261,489,Series C,49512614.0,2023-06-27
1262,489,Series A,67817868.0,2017-03-25
1263,489,Series A,165487270.0,2021-04-01
1264,490,Series D,5880805.0,2025-10-11
1265,490,Series A,150768929.0,2022-06-19
1266,490,Series C,184416905.0,2022-11-29
1267,491,Seed,66619017.0,2020-12-25
1268,491,Series C,26016885.0,2022-04-29
1269,492,Series A,176596542.0,2021-12-20
1270,493,Series A,234563532.0,2024-05-19
1271,493,Seed,109360017.0,2022-01-11
1272,493,Series A,108827914.0,2023-11-08
1273,493,Series D,9846494.0,2023-05-07
1274,494,Series B,95230508.0,2020-01-22
1275,494,Series D,111072300.0,2025-10-07
1276,494,Series B,63025374.0,2021-03-02
1277,495,Series A,155669428.0,2021-10-31
1278,495,Series B,82911971.0,2020-09-08
1279,496,Series B,164409839.0,2023-08-06
1280,496,Series B,120183820.0,2020-12-12
1281,497,Series A,218762619.0,2021-11-06
1282,497,Seed,115497422.0,2018-05-17
1283,498,Series A,163982958.0,2024-04-04
1284,499,Series C,240017844.0,2024-03-08
1285,499,Seed,233318257.0,2022-09-28
1286,499,Series B,47504542.0,2025-05-08
1287,499,Series C,10479563.0,2024-09-27
1288,500,Series B,167243914.0,2023-11-08
1289,500,Seed,19379412.0,2022-10-15
1290,500,Series D,71370366.0,2015-11-06
1291,500,Series B,238495940.0,2015-03-23
1292,501,Series D,154330000.0,2020-09-02
1293,501,Series A,78890731.0,2021-12-22
1294,501,Series D,89331797.0,2021-04-27
1295,502,Series B,35146413.0,2025-01-30
1296,502,Series D,152580808.0,2022-10-05
1297,503,Series A,167327648.0,2020-01-08
1298,503,Series B,48852783.0,2025-12-30
1299,503,Series C,92409112.0,2024-02-12
1300,504,Seed,83618953.0,2020-07-23
1301,504,Series A,239142289.0,2025-06-13
1302,505,Series C,231055270.0,2023-09-27
1303,505,Series B,90657611.0,2024-11-14
1304,505,Series A,224604164.0,2019-07-27
1305,505,Series D,94900566.0,2023-10-04
1306,506,Series D,95576868.0,2023-06-19
1307,506,Series D,27050271.0,2022-08-27
1308,506,Series A,25757547.0,2023-02-21
1309,506,Series A,42682508.0,2022-03-28
1310,507,Series B,25914994.0,2021-08-14
1311,507,Seed,27804272.0,2025-09-30
1312,508,Series B,73597721.0,2020-05-08
1313,508,Series C,9552001.0,2024-01-24
