product_id,startup_id,sector,product_name,ai_technology,revenue_inr,launch_year
441,219,Healthcare,HealthAI,NLP,20398942.0,2015
442,219,Healthcare,DiagnosePro,Recommendation System,27690288.0,2022
443,220,FinTech,PayAI,Computer Vision,3932655.0,2020
444,220,FinTech,CreditSense,Robotics,12154889.0,2023
445,221,Healthcare,DiagnosePro,Predictive Analytics,22725774.0,2023
446,222,Agriculture,SmartIrrigation,Robotics,40760735.0,2025
447,222,Agriculture,SmartIrrigation,Computer Vision,30544421.0,2023
448,222,Agriculture,FarmSense,Computer Vision,48947896.0,2024
449,223,FinTech,FinPredict,Computer Vision,2137464.0,2023
450,224,Agriculture,FieldBot,NLP,2703376.0,2019
451,224,Agriculture,CropAI,Predictive Analytics,49212106.0,2022
452,224,Agriculture,FarmSense,Recommendation System,31714401.0,2019
453,225,EdTech,EduAI Platform,Recommendation System,41786573.0,2024
454,226,FinTech,PayAI,Predictive Analytics,19799765.0,2024
455,227,AI SaaS,VisionAI,Computer Vision,43585454.0,2022
456,227,AI SaaS,VoiceAI,Predictive Analytics,12736687.0,2025
457,227,AI SaaS,ChatBotPro,Computer Vision,19256071.0,2023
458,228,EdTech,TutorBot,Computer Vision,32156871.0,2024
459,228,EdTech,LearnSmart,Recommendation System,33909180.0,2023
460,228,EdTech,StudyAI,Recommendation System,41773873.0,2025
461,229,Retail,SmartShop,Robotics,39933633.0,2024
462,229,Retail,SalesPredict,Predictive Analytics,24597393.0,2019
463,229,Retail,InventoryAI,Recommendation System,21776103.0,2019
464,230,Agriculture,SmartIrrigation,Computer Vision,24797126.0,2022
465,231,EdTech,StudyAI,Recommendation System,32375499.0,2023
466,231,EdTech,StudyAI,Robotics,33488085.0,2018
467,231,EdTech,StudyAI,NLP,26315426.0,2020
468,232,FinTech,FinPredict,Recommendation System,13126398.0,2021
469,233,AI SaaS,VisionAI,Robotics,27978672.0,2025
470,234,AI SaaS,VoiceAI,Predictive Analytics,44893650.0,2019
471,234,AI SaaS,VisionAI,NLP,39629461.0,2016
472,235,Agriculture,FarmSense,Computer Vision,7626800.0,2020
473,236,Agriculture,FieldBot,Predictive Analytics,44466186.0,2022
474,236,Agriculture,SmartIrrigation,Computer Vision,22049407.0,2023
475,236,Agriculture,AgroPredict,Computer Vision,28085825.0,2021
476,237,AI SaaS,VisionAI,Computer Vision,2888217.0,2024
477,237,AI SaaS,NLP Suite,Recommendation System,17369736.0,2023
478,237,AI SaaS,NLP Suite,Predictive Analytics,10388410.0,2023
479,238,EdTech,TutorBot,Predictive Analytics,23612783.0,2015
480,239,AI SaaS,NLP Suite,Robotics,23012721.0,2023
481,239,AI SaaS,CustomerAI,Predictive Analytics,32140465.0,2025
482,239,AI SaaS,VisionAI,NLP,29019975.0,2025
483,240,Healthcare,CareAI,Predictive Analytics,18584518.0,2019
484,240,Healthcare,DiagnosePro,Computer Vision,40761020.0,2023
485,241,FinTech,WalletAI,Recommendation System,49334572.0,2018
486,242,Agriculture,AgroPredict,Computer Vision,15915845.0,2025
487,243,AI SaaS,VisionAI,Computer Vision,45197434.0,2023
488,243,AI SaaS,NLP Suite,Predictive Analytics,15890429.0,2024
489,244,Healthcare,HealthAI,Predictive Analytics,16130905.0,2020
490,244,Healthcare,DiagnosePro,NLP,18002750.0,2021
491,245,FinTech,PayAI,NLP,1167800.0,2019
492,246,EdTech,LearnSmart,Robotics,45854086.0,2024
493,247,Retail,InventoryAI,Robotics,2825225.0,2017
494,247,Retail,RetailBot,Recommendation System,3556429.0,2022
495,247,Retail,InventoryAI,Predictive Analytics,9017425.0,2022
496,248,Agriculture,SmartIrrigation,Predictive Analytics,14259669.0,2025
497,248,Agriculture,AgroPredict,Computer Vision,30895676.0,2020
498,248,Agriculture,FieldBot,Predictive Analytics,23713009.0,2024
499,249,Healthcare,CareAI,NLP,17286528.0,2020
500,249,Healthcare,CareAI,Predictive Analytics,2977165.0,2022
501,250,AI SaaS,NLP Suite,Predictive Analytics,34765680.0,2025
502,251,Logistics,RouteAI,Predictive Analytics,675754.0,2022
503,251,Logistics,FleetPredict,Recommendation System,1756989.0,2025
504,251,Logistics,RouteAI,Recommendation System,37104314.0,2019
505,252,AI SaaS,CustomerAI,NLP,44472927.0,2021
506,252,AI SaaS,VisionAI,Robotics,9761047.0,2021
507,253,EdTech,TestPrep AI,NLP,17172277.0,2020
508,253,EdTech,LearnSmart,Predictive Analytics,14036135.0,2021
509,253,EdTech,LearnSmart,NLP,14382149.0,2020
510,254,Logistics,DeliveryBot,Predictive Analytics,5490925.0,2015
511,255,Healthcare,MediBot,Predictive Analytics,22496760.0,2025
512,256,EdTech,LearnSmart,Predictive Analytics,9105313.0,2024
513,256,EdTech,TutorBot,NLP,7708625.0,2021
514,257,AI SaaS,NLP Suite,Predictive Analytics,16181128.0,2021
515,258,Agriculture,SmartIrrigation,Computer Vision,16634513.0,2025
516,259,Retail,SalesPredict,Recommendation System,9451088.0,2018
517,260,AI SaaS,ChatBotPro,NLP,29347014.0,2024
518,261,FinTech,LoanBot,Computer Vision,41279156.0,2023
519,261,FinTech,FinPredict,Computer Vision,17594860.0,2023
520,262,EdTech,LearnSmart,Computer Vision,17913967.0,2025
521,263,EdTech,TutorBot,Recommendation System,9354777.0,2022
522,263,EdTech,StudyAI,Robotics,42150778.0,2023
523,264,AI SaaS,NLP Suite,Recommendation System,34386718.0,2019
524,264,AI SaaS,NLP Suite,Recommendation System,4980130.0,2017
525,265,EdTech,StudyAI,Robotics,8142300.0,2025
526,265,EdTech,LearnSmart,Robotics,25223712.0,2022
527,265,EdTech,TutorBot,Predictive Analytics,49047737.0,2024
528,266,Healthcare,VitalSense,Recommendation System,14843409.0,2024
529,267,Retail,SalesPredict,Predictive Analytics,6611755.0,2020
530,267,Retail,SmartShop,NLP,5880255.0,2021
531,268,Logistics,FleetPredict,Computer Vision,577592.0,2024
532,268,Logistics,DeliveryBot,NLP,37872419.0,2022
533,269,Retail,RetailBot,Computer Vision,35854876.0,2020
534,269,Retail,SalesPredict,Computer Vision,27074825.0,2025
535,269,Retail,RetailBot,Computer Vision,12505115.0,2023
536,270,Logistics,SmartLogistics,Predictive Analytics,7449423.0,2022
537,270,Logistics,RouteAI,Computer Vision,14481404.0,2025
538,271,FinTech,WalletAI,Recommendation System,21316995.0,2024
539,271,FinTech,WalletAI,Predictive Analytics,32196175.0,2025
540,272,FinTech,WalletAI,Robotics,18613600.0,2023
541,273,EdTech,StudyAI,NLP,16634234.0,2022
542,273,EdTech,EduAI Platform,NLP,38125708.0,2025
543,273,EdTech,EduAI Platform,Predictive Analytics,18205156.0,2025
544,274,Healthcare,HealthAI,Recommendation System,3351869.0,2024
545,274,Healthcare,MediBot,Robotics,15164124.0,2023
546,274,Healthcare,CareAI,Recommendation System,4430538.0,2022
547,275,Agriculture,SmartIrrigation,Recommendation System,11601409.0,2025
548,276,FinTech,WalletAI,Recommendation System,20909697.0,2024
549,277,AI SaaS,VoiceAI,Robotics,29371885.0,2020
550,277,AI SaaS,VoiceAI,NLP,4238525.0,2019
551,278,Logistics,RouteAI,Recommendation System,29114202.0,2017
552,279,Agriculture,AgroPredict,Predictive Analytics,34000852.0,2021
553,279,Agriculture,CropAI,NLP,17860715.0,2025
554,279,Agriculture,FarmSense,Recommendation System,23145016.0,2025
555,280,Healthcare,DiagnosePro,NLP,3840504.0,2024
556,280,Healthcare,MediBot,Computer Vision,10831242.0,2024
557,280,Healthcare,DiagnosePro,Predictive Analytics,6507669.0,2022
558,281,EdTech,LearnSmart,Predictive Analytics,28474732.0,2023
559,281,EdTech,TutorBot,NLP,32201625.0,2023
560,282,EdTech,EduAI Platform,NLP,42967338.0,2022
561,282,EdTech,TestPrep AI,Computer Vision,48664655.0,2022
562,283,FinTech,FinPredict,NLP,34719814.0,2022
563,283,FinTech,WalletAI,Robotics,22927834.0,2023
564,284,FinTech,WalletAI,Computer Vision,30116747.0,2023
565,285,Logistics,RouteAI,Robotics,39200401.0,2018
566,285,Logistics,DeliveryBot,NLP,23947652.0,2022
567,286,AI SaaS,NLP Suite,Robotics,40433764.0,2020
568,286,AI SaaS,NLP Suite,Computer Vision,3890354.0,2017
569,287,AI SaaS,CustomerAI,Computer Vision,16663908.0,2022
570,287,AI SaaS,VisionAI,NLP,45455363.0,2022
571,287,AI SaaS,VisionAI,Predictive Analytics,10766717.0,2025
572,288,EdTech,LearnSmart,NLP,22488901.0,2023
573,289,Healthcare,VitalSense,NLP,2342398.0,2016
574,289,Healthcare,DiagnosePro,Predictive Analytics,46975091.0,2021
575,290,Logistics,SmartLogistics,Predictive Analytics,15362653.0,2019
576,290,Logistics,FleetPredict,Recommendation System,11248291.0,2023
577,290,Logistics,RouteAI,Robotics,36792693.0,2025
578,291,FinTech,LoanBot,Recommendation System,11141661.0,2018
579,292,AI SaaS,ChatBotPro,Predictive Analytics,41979567.0,2021
580,292,AI SaaS,ChatBotPro,NLP,12051840.0,2018
581,293,FinTech,FinPredict,Predictive Analytics,44566189.0,2022
582,294,EdTech,LearnSmart,Predictive Analytics,39944502.0,2022
583,295,EdTech,EduAI Platform,Computer Vision,13891108.0,2022
584,295,EdTech,StudyAI,Predictive Analytics,36649475.0,2022
585,296,Healthcare,VitalSense,Computer Vision,7100340.0,2020
586,296,Healthcare,HealthAI,Robotics,20805828.0,2017
587,297,EdTech,StudyAI,NLP,14013769.0,2020
588,297,EdTech,EduAI Platform,Recommendation System,48286454.0,2023
589,298,Logistics,CargoAI,Predictive Analytics,19875842.0,2025
590,298,Logistics,RouteAI,Predictive Analytics,44434594.0,2023
591,299,EdTech,StudyAI,Recommendation System,8850337.0,2018
592,300,EdTech,TutorBot,Recommendation System,12368414.0,2025
593,300,EdTech,TutorBot,Recommendation System,38157664.0,2017
594,301,Retail,SalesPredict,Robotics,32706322.0,2024
595,302,AI SaaS,VoiceAI,NLP,28799578.0,2023
596,302,AI SaaS,VoiceAI,NLP,5177838.0,2023
597,303,FinTech,PayAI,NLP,2480342.0,2021
598,304,AI SaaS,VisionAI,Computer Vision,586799.0,2022
599,304,AI SaaS,ChatBotPro,NLP,19564229.0,2020
600,305,Agriculture,CropAI,Computer Vision,38445673.0,2019
601,305,Agriculture,FieldBot,Predictive Analytics,39341276.0,2023
602,306,Agriculture,CropAI,Computer Vision,30963715.0,2018
603,306,Agriculture,SmartIrrigation,Predictive Analytics,865757.0,2024
604,307,FinTech,LoanBot,Predictive Analytics,27925962.0,2020
605,308,FinTech,WalletAI,Robotics,29676198.0,2018
606,309,FinTech,PayAI,Computer Vision,25548860.0,2024
607,309,FinTech,CreditSense,Recommendation System,36442491.0,2017
608,309,FinTech,LoanBot,Robotics,16550316.0,2025
609,310,FinTech,CreditSense,NLP,5132593.0,2018
610,310,FinTech,PayAI,NLP,39210263.0,2017
611,310,FinTech,CreditSense,Computer Vision,33489977.0,2020
612,311,AI SaaS,CustomerAI,Predictive Analytics,2859344.0,2020
613,312,FinTech,CreditSense,Recommendation System,38609744.0,2025
614,312,FinTech,WalletAI,NLP,43866412.0,2022
615,312,FinTech,WalletAI,Computer Vision,40290652.0,2024
616,313,Retail,RetailBot,Recommendation System,43339918.0,2024
617,314,FinTech,PayAI,Computer Vision,39460758.0,2019
618,314,FinTech,FinPredict,Robotics,31555850.0,2020
619,314,FinTech,CreditSense,Computer Vision,32679948.0,2024
620,315,EdTech,StudyAI,NLP,16991900.0,2024
621,315,EdTech,StudyAI,Computer Vision,48921861.0,2022
622,316,FinTech,PayAI,Robotics,8272254.0,2021
623,317,FinTech,LoanBot,NLP,205252.0,2022
624,318,FinTech,WalletAI,Recommendation System,18133955.0,2021
625,318,FinTech,WalletAI,Recommendation System,14877922.0,2022
626,318,FinTech,WalletAI,Robotics,38979748.0,2018
627,319,Agriculture,FarmSense,Recommendation System,7767765.0,2020
628,319,Agriculture,FarmSense,Recommendation System,27717287.0,2023
629,319,Agriculture,CropAI,Computer Vision,6389937.0,2022
630,320,AI SaaS,CustomerAI,Computer Vision,38430534.0,2019
631,320,AI SaaS,CustomerAI,NLP,45961174.0,2017
632,321,Retail,RetailBot,NLP,31745187.0,2022
633,322,AI SaaS,NLP Suite,Recommendation System,45460930.0,2015
634,323,AI SaaS,ChatBotPro,Robotics,10918259.0,2025
635,323,AI SaaS,VoiceAI,Predictive Analytics,18329922.0,2014
636,324,Logistics,SmartLogistics,NLP,25697380.0,2021
637,324,Logistics,RouteAI,NLP,42062556.0,2023
638,325,FinTech,CreditSense,Recommendation System,21880330.0,2022
639,325,FinTech,CreditSense,Robotics,3923347.0,2018
640,325,FinTech,LoanBot,NLP,22073739.0,2025
641,326,FinTech,PayAI,NLP,8040491.0,2020
642,326,FinTech,WalletAI,NLP,18819749.0,2024
643,327,FinTech,CreditSense,Computer Vision,37832122.0,2023
644,327,FinTech,CreditSense,Computer Vision,8256063.0,2015
645,328,Healthcare,VitalSense,NLP,10612639.0,2018
646,328,Healthcare,DiagnosePro,Computer Vision,12426463.0,2025
647,329,FinTech,CreditSense,NLP,35883905.0,2025
648,329,FinTech,PayAI,NLP,2203334.0,2024
649,330,FinTech,CreditSense,Computer Vision,26579134.0,2021
650,331,Healthcare,HealthAI,Recommendation System,34084278.0,2023
651,331,Healthcare,CareAI,Predictive Analytics,48593947.0,2023
652,332,AI SaaS,CustomerAI,Recommendation System,5828549.0,2024
653,333,FinTech,FinPredict,Recommendation System,33465120.0,2024
654,334,FinTech,CreditSense,Recommendation System,16434234.0,2024
655,335,Logistics,RouteAI,Robotics,41640389.0,2024
656,336,AI SaaS,CustomerAI,Robotics,9099667.0,2023
657,336,AI SaaS,NLP Suite,Robotics,9684685.0,2025
658,337,Agriculture,FieldBot,NLP,48565262.0,2024
659,338,AI SaaS,ChatBotPro,Predictive Analytics,16810592.0,2016
660,339,Healthcare,CareAI,Computer Vision,18852357.0,2020
661,339,Healthcare,VitalSense,Computer Vision,29935988.0,2020
662,339,Healthcare,DiagnosePro,Predictive Analytics,37649198.0,2025
663,340,FinTech,PayAI,Computer Vision,42383397.0,2020
664,340,FinTech,PayAI,Predictive Analytics,14138937.0,2024
665,340,FinTech,LoanBot,Robotics,389380.0,2024
666,341,Logistics,CargoAI,Recommendation System,4370750.0,2023
667,342,Healthcare,DiagnosePro,Predictive Analytics,17967834.0,2025
668,342,Healthcare,MediBot,Computer Vision,5441700.0,2024
669,343,Retail,SalesPredict,Computer Vision,19885080.0,2021
670,344,FinTech,PayAI,Robotics,14397685.0,2018
671,344,FinTech,CreditSense,NLP,8061492.0,2018
672,345,FinTech,PayAI,Computer Vision,11661061.0,2020
673,345,FinTech,WalletAI,Recommendation System,9029983.0,2021
674,345,FinTech,PayAI,NLP,37571401.0,2024
675,346,Agriculture,SmartIrrigation,NLP,23100681.0,2025
676,346,Agriculture,SmartIrrigation,Predictive Analytics,30188572.0,2022
677,347,FinTech,PayAI,Recommendation System,42827089.0,2025
678,347,FinTech,PayAI,Robotics,49482823.0,2022
679,347,FinTech,CreditSense,Computer Vision,39300580.0,2021
680,348,Retail,RetailBot,Robotics,15462001.0,2025
681,348,Retail,RetailBot,Predictive Analytics,45356575.0,2024
682,349,EdTech,TestPrep AI,Recommendation System,20274927.0,2024
683,349,EdTech,TutorBot,Predictive Analytics,16915818.0,2025
684,350,EdTech,TestPrep AI,Recommendation System,48361970.0,2021
685,350,EdTech,LearnSmart,Robotics,37846903.0,2023
686,350,EdTech,EduAI Platform,Computer Vision,19642220.0,2025
687,351,Healthcare,MediBot,Predictive Analytics,26804727.0,2024
688,352,AI SaaS,CustomerAI,Robotics,47039221.0,2022
689,353,Agriculture,FarmSense,NLP,38513108.0,2025
690,353,Agriculture,FieldBot,Computer Vision,25774715.0,2021
691,353,Agriculture,SmartIrrigation,NLP,24211898.0,2019
692,354,Healthcare,MediBot,NLP,16462643.0,2022
693,354,Healthcare,VitalSense,Predictive Analytics,10055503.0,2022
694,354,Healthcare,VitalSense,Computer Vision,24602903.0,2024
695,355,Healthcare,DiagnosePro,Computer Vision,43546293.0,2020
696,355,Healthcare,VitalSense,NLP,32409705.0,2021
697,356,EdTech,TutorBot,Recommendation System,28525250.0,2022
698,356,EdTech,TutorBot,Computer Vision,7722821.0,2022
699,356,EdTech,TestPrep AI,Robotics,4564483.0,2019
700,357,Agriculture,AgroPredict,Computer Vision,8597104.0,2020
701,357,Agriculture,AgroPredict,Predictive Analytics,32086766.0,2022
702,358,EdTech,TestPrep AI,Robotics,30009701.0,2025
703,358,EdTech,EduAI Platform,NLP,7630091.0,2025
704,358,EdTech,EduAI Platform,NLP,11564010.0,2021
705,359,Retail,SalesPredict,Predictive Analytics,43084943.0,2020
706,359,Retail,SalesPredict,Recommendation System,19187259.0,2023
707,359,Retail,InventoryAI,NLP,37928903.0,2023
708,360,EdTech,LearnSmart,Computer Vision,47827720.0,2021
709,360,EdTech,EduAI Platform,Computer Vision,34691290.0,2020
710,360,EdTech,StudyAI,Robotics,4050592.0,2019
711,361,AI SaaS,VisionAI,NLP,16632370.0,2021
712,361,AI SaaS,VoiceAI,Recommendation System,11580306.0,2022
713,362,Agriculture,CropAI,NLP,25199090.0,2024
714,363,Logistics,FleetPredict,Robotics,20884370.0,2022
715,364,Healthcare,HealthAI,Robotics,20038435.0,2021
716,365,EdTech,StudyAI,Recommendation System,16858695.0,2020
717,365,EdTech,LearnSmart,NLP,21410154.0,2018
718,365,EdTech,StudyAI,Computer Vision,39690861.0,2022
719,366,Logistics,SmartLogistics,Computer Vision,25004306.0,2018
720,367,EdTech,EduAI Platform,Predictive Analytics,48361842.0,2022
721,367,EdTech,EduAI Platform,NLP,12369181.0,2024
722,368,Retail,StoreAI,Robotics,48827965.0,2022
723,368,Retail,InventoryAI,Recommendation System,21097854.0,2018
724,369,Retail,InventoryAI,Robotics,43877569.0,2021
725,369,Retail,InventoryAI,NLP,40890961.0,2023
726,369,Retail,InventoryAI,Computer Vision,35295037.0,2022
727,370,Logistics,FleetPredict,Predictive Analytics,29876856.0,2020
728,370,Logistics,SmartLogistics,Robotics,40524472.0,2021
729,370,Logistics,DeliveryBot,NLP,20668034.0,2016
730,371,FinTech,WalletAI,Computer Vision,9381874.0,2023
731,371,FinTech,LoanBot,Predictive Analytics,29678840.0,2021
732,371,FinTech,LoanBot,NLP,4994822.0,2024
733,372,EdTech,LearnSmart,Robotics,15860808.0,2018
734,372,EdTech,TutorBot,Predictive Analytics,1561141.0,2025
735,373,FinTech,LoanBot,Recommendation System,23161984.0,2025
736,373,FinTech,LoanBot,Robotics,42045411.0,2021
737,374,Agriculture,FieldBot,Computer Vision,9847116.0,2024
738,375,EdTech,TestPrep AI,Computer Vision,34984432.0,2024
739,376,Logistics,SmartLogistics,Computer Vision,2778229.0,2022
740,376,Logistics,SmartLogistics,Robotics,21281635.0,2018
741,377,AI SaaS,VoiceAI,NLP,31004984.0,2017
742,378,EdTech,LearnSmart,Computer Vision,13774118.0,2023
743,378,EdTech,TestPrep AI,Predictive Analytics,36114205.0,2022
744,378,EdTech,LearnSmart,Recommendation System,46003007.0,2023
745,379,Retail,InventoryAI,Predictive Analytics,723560.0,2022
746,379,Retail,InventoryAI,Recommendation System,31900557.0,2019
747,379,Retail,RetailBot,Computer Vision,18068159.0,2024
748,380,Healthcare,VitalSense,Predictive Analytics,49311137.0,2016
749,380,Healthcare,HealthAI,Predictive Analytics,26151535.0,2022
750,381,Agriculture,FarmSense,Predictive Analytics,14608435.0,2022
751,381,Agriculture,FieldBot,Computer Vision,3527255.0,2022
752,382,Retail,RetailBot,Predictive Analytics,37615849.0,2017
753,382,Retail,StoreAI,NLP,10421052.0,2023
754,382,Retail,InventoryAI,Predictive Analytics,6398547.0,2017
755,383,Healthcare,HealthAI,NLP,28230778.0,2017
756,384,Retail,RetailBot,NLP,12407615.0,2021
757,384,Retail,StoreAI,Computer Vision,46161085.0,2019
758,384,Retail,StoreAI,NLP,21850330.0,2021
759,385,FinTech,CreditSense,NLP,43036705.0,2019
760,385,FinTech,LoanBot,NLP,44265512.0,2025
761,385,FinTech,PayAI,Recommendation System,20794936.0,2024
762,386,Agriculture,FarmSense,Recommendation System,42511582.0,2023
763,386,Agriculture,CropAI,Computer Vision,45329209.0,2021
764,386,Agriculture,FarmSense,Robotics,7650897.0,2025
765,387,AI SaaS,CustomerAI,Robotics,35809919.0,2023
766,387,AI SaaS,NLP Suite,Recommendation System,22023955.0,2022
767,388,Agriculture,FarmSense,Recommendation System,5006365.0,2023
768,388,Agriculture,SmartIrrigation,Recommendation System,19341799.0,2024
769,388,Agriculture,CropAI,NLP,40912693.0,2022
770,389,Healthcare,VitalSense,NLP,11299412.0,2021
771,389,Healthcare,HealthAI,Robotics,3939120.0,2015
772,390,Logistics,SmartLogistics,Predictive Analytics,4775072.0,2025
773,391,Logistics,FleetPredict,Computer Vision,21594393.0,2025
774,391,Logistics,SmartLogistics,Computer Vision,30743271.0,2015
775,392,Logistics,CargoAI,Computer Vision,32998696.0,2025
776,393,EdTech,EduAI Platform,Recommendation System,7890710.0,2024
777,394,Agriculture,FieldBot,Predictive Analytics,46895965.0,2024
778,394,Agriculture,FarmSense,Recommendation System,42045867.0,2024
779,395,EdTech,TutorBot,Computer Vision,15501602.0,2020
780,396,Logistics,DeliveryBot,Computer Vision,14233634.0,2015
781,396,Logistics,CargoAI,Predictive Analytics,14610103.0,2016
782,396,Logistics,RouteAI,Robotics,10702449.0,2024
783,397,EdTech,TutorBot,Predictive Analytics,11560908.0,2019
784,397,EdTech,LearnSmart,NLP,41350398.0,2023
785,397,EdTech,LearnSmart,Predictive Analytics,47195533.0,2021
786,398,FinTech,FinPredict,Predictive Analytics,40314464.0,2024
787,398,FinTech,PayAI,NLP,10235755.0,2024
788,398,FinTech,CreditSense,Predictive Analytics,31123937.0,2021
789,399,FinTech,WalletAI,Predictive Analytics,40827609.0,2023
790,400,Healthcare,DiagnosePro,Computer Vision,46681539.0,2023
791,400,Healthcare,HealthAI,Predictive Analytics,7436698.0,2024
792,400,Healthcare,VitalSense,Recommendation System,24205013.0,2023
793,401,AI SaaS,VoiceAI,Computer Vision,46071416.0,2024
794,401,AI SaaS,ChatBotPro,Robotics,11125143.0,2023
795,401,AI SaaS,NLP Suite,Predictive Analytics,39385280.0,2025
796,402,Healthcare,HealthAI,Recommendation System,13728275.0,2019
797,402,Healthcare,VitalSense,Recommendation System,939315.0,2023
798,402,Healthcare,HealthAI,NLP,19874167.0,2025
799,403,Retail,InventoryAI,Robotics,37184395.0,2020
800,404,Logistics,DeliveryBot,Robotics,6923001.0,2016
801,404,Logistics,RouteAI,Robotics,1615164.0,2021
802,405,Retail,SalesPredict,Robotics,24404610.0,2022
803,405,Retail,InventoryAI,Recommendation System,1034037.0,2022
804,405,Retail,SmartShop,Robotics,22864808.0,2025
805,406,FinTech,CreditSense,Recommendation System,42658033.0,2022
806,407,Retail,SalesPredict,Computer Vision,28350369.0,2023
807,407,Retail,StoreAI,Computer Vision,4634655.0,2023
808,408,EdTech,StudyAI,Robotics,37423161.0,2025
809,408,EdTech,LearnSmart,Recommendation System,13639704.0,2022
810,408,EdTech,TestPrep AI,Recommendation System,9857664.0,2022
811,409,Logistics,FleetPredict,Robotics,1645475.0,2016
812,410,Logistics,CargoAI,Recommendation System,18247038.0,2021
813,410,Logistics,FleetPredict,Predictive Analytics,9231288.0,2023
814,411,Healthcare,CareAI,Predictive Analytics,18394077.0,2023
815,411,Healthcare,MediBot,Predictive Analytics,28262539.0,2021
816,412,Logistics,FleetPredict,Recommendation System,8594920.0,2024
817,412,Logistics,DeliveryBot,Recommendation System,46407721.0,2018
818,412,Logistics,SmartLogistics,Recommendation System,35888428.0,2023
819,413,Agriculture,FieldBot,NLP,36347064.0,2021
820,413,Agriculture,FieldBot,Predictive Analytics,36383407.0,2019
821,414,AI SaaS,ChatBotPro,NLP,47491617.0,2024
822,414,AI SaaS,CustomerAI,NLP,1682541.0,2024
823,415,Healthcare,DiagnosePro,Recommendation System,12108282.0,2017
824,416,Logistics,DeliveryBot,Recommendation System,25956985.0,2016
825,416,Logistics,RouteAI,Recommendation System,28960068.0,2017
826,417,EdTech,TutorBot,NLP,43833259.0,2015
827,417,EdTech,StudyAI,Recommendation System,41165572.0,2018
828,417,EdTech,TutorBot,Recommendation System,920070.0,2016
829,418,AI SaaS,ChatBotPro,Computer Vision,45598713.0,2018
830,418,AI SaaS,VisionAI,Recommendation System,15795587.0,2023
831,418,AI SaaS,CustomerAI,Recommendation System,30819125.0,2025
832,419,Agriculture,SmartIrrigation,NLP,22812235.0,2020
833,419,Agriculture,FieldBot,NLP,11501186.0,2025
834,419,Agriculture,SmartIrrigation,Recommendation System,15070280.0,2018
835,420,AI SaaS,VoiceAI,Robotics,1892848.0,2017
836,421,FinTech,FinPredict,NLP,32033517.0,2023
837,422,FinTech,WalletAI,Computer Vision,14654004.0,2024
838,423,Retail,StoreAI,Computer Vision,28325738.0,2023
839,423,Retail,SalesPredict,Recommendation System,27258970.0,2017
840,424,Agriculture,FarmSense,Recommendation System,49491393.0,2019
841,424,Agriculture,FarmSense,Computer Vision,11275344.0,2020
842,425,AI SaaS,VisionAI,Robotics,44359416.0,2020
843,426,FinTech,CreditSense,Robotics,1223788.0,2022
844,426,FinTech,WalletAI,Recommendation System,17195636.0,2021
845,427,FinTech,PayAI,Robotics,11211665.0,2020
846,428,Logistics,FleetPredict,Predictive Analytics,33203696.0,2015
847,428,Logistics,SmartLogistics,Robotics,49263422.0,2024
848,429,Healthcare,DiagnosePro,Robotics,17416043.0,2023
849,430,AI SaaS,NLP Suite,Recommendation System,26260207.0,2022
850,430,AI SaaS,NLP Suite,NLP,34755469.0,2025
851,431,AI SaaS,ChatBotPro,NLP,13682325.0,2017
852,431,AI SaaS,CustomerAI,Computer Vision,48817640.0,2016
853,432,Healthcare,MediBot,NLP,47798487.0,2020
854,432,Healthcare,DiagnosePro,Robotics,42695261.0,2023
855,433,AI SaaS,ChatBotPro,Computer Vision,36536586.0,2022
856,433,AI SaaS,ChatBotPro,Computer Vision,5289669.0,2024
857,434,Healthcare,HealthAI,Predictive Analytics,1517649.0,2025
858,435,Healthcare,VitalSense,Robotics,39398869.0,2021
859,436,Healthcare,VitalSense,Recommendation System,36205163.0,2024
860,436,Healthcare,DiagnosePro,NLP,12290701.0,2024
861,436,Healthcare,VitalSense,Predictive Analytics,25259838.0,2024
862,437,Healthcare,DiagnosePro,Computer Vision,31634310.0,2024
863,438,FinTech,CreditSense,Robotics,34231220.0,2021
864,438,FinTech,CreditSense,Computer Vision,337132.0,2018
865,438,FinTech,CreditSense,NLP,12564118.0,2022
866,439,AI SaaS,VisionAI,Computer Vision,38676673.0,2023
867,440,Retail,InventoryAI,NLP,5202374.0,2025
868,441,FinTech,WalletAI,Robotics,39029675.0,2018
869,441,FinTech,LoanBot,Computer Vision,19073245.0,2018
870,441,FinTech,CreditSense,Predictive Analytics,22746143.0,2024
871,442,Retail,RetailBot,Predictive Analytics,30770831.0,2021
872,443,AI SaaS,ChatBotPro,Computer Vision,13042694.0,2024
873,443,AI SaaS,VoiceAI,Robotics,17812347.0,2024
874,444,EdTech,EduAI Platform,NLP,1975353.0,2024
875,445,Logistics,DeliveryBot,Robotics,4540743.0,2022
876,445,Logistics,RouteAI,Computer Vision,21961451.0,2023
877,446,AI SaaS,NLP Suite,Computer Vision,48195112.0,2015
878,447,FinTech,WalletAI,Recommendation System,25936526.0,2021
879,447,FinTech,WalletAI,Computer Vision,37172897.0,2022
880,448,Agriculture,AgroPredict,Predictive Analytics,41158582.0,2022
881,448,Agriculture,AgroPredict,Computer Vision,34309468.0,2025
882,449,FinTech,WalletAI,Predictive Analytics,49381773.0,2021
883,449,FinTech,PayAI,Robotics,607596.0,2025
